"","LE_1","LE_2","L1_1","L1_2","L3_1","L3_2","LE_IDR","L1_IDR","L3_IDR","summit_agreement","k4cluster","k11cluster","k4weights","k11weights","LE_nonNormed","L1_nonNormed","L3_nonNormed","LE_std","L1_std","L3_std","name","k4labels","variance","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest"
"ELT2peak08841",1.790676,1.644519,3.307428,3.93546,4.94287,5.401655,0,1,1,17.75,4,10,"0.955","1.000","1.718","3.621","5.172","-1.032","0.068","0.964","ELT2peak08841","Increasing",2.99406329628825,"ELT2peak08841","WBGene00022201",2834222,2840292,"-","inside",-1567,1212,"Overlapping"
"ELT2peak08843",1.222392,1.415037,2.526069,2.43296,1.669851,1.769387,0,0,1,321,2,5,"0.869","1.000","1.319","2.480","1.720","-0.883","1.086","-0.203","ELT2peak08843","Post-embryonic",0.347603704840083,"ELT2peak08843","WBGene00002210",2843922,2852520,"-","overlapEnd",3879,338,"Overlapping"
"ELT2peak08844",1.329308,1.289506,2.695994,2.43296,2.321928,2.562936,0,0,1,39,2,6,"0.623","1.000","1.309","2.564","2.442","-1.150","0.663","0.487","ELT2peak08844","Post-embryonic",0.478973556258333,"ELT2peak08844","WBGene00002210",2843922,2852520,"-","inside",1271,2628,"Overlapping"
"ELT2peak08845",1.681824,1.528248,2.489543,2.596458,3.917779,4.271887,1,1,1,54,4,11,"0.532","1.000","1.605","2.543","4.095","-0.909","-0.163","1.071","ELT2peak08845","Increasing",1.58117510208758,"ELT2peak08845","WBGene00002210",2843922,2852520,"-","overlapStart",-4570,206,"Overlapping"
"ELT2peak08846",1.532733,1.462343,2.333424,1.695994,2.321928,2.184425,1,0,0,28.5,4,10,"0.982","1.000","1.498","2.015","2.253","-1.098","0.240","0.858","ELT2peak08846","Increasing",0.149220355746583,"ELT2peak08846","WBGene00015171",2885863,2890625,"+","overlapStart",-3030,146,"Overlapping"
"ELT2peak08847",2.476149,1.962525,2.695994,2.613532,2.562936,1.184425,1,0,0,15,2,2,"0.468","1.000","2.219","2.655","1.874","-0.076","1.036","-0.960","ELT2peak08847","Post-embryonic",0.153194014879083,"ELT2peak08847","WBGene00044304",2892484,2898356,"-","overlapStart",-3188,144,"Overlapping"
"ELT2peak08851",2.900465,2.93587,1.111031,1.111031,0.447459,0.862496,1,0,0,37,1,1,"0.815","1.000","2.918","1.111","0.655","1.134","-0.376","-0.757","ELT2peak08851","LE-specific",1.43262601676575,"ELT2peak08851","WBGene00044303",2918730,2923984,"-","inside",1581,670,"Overlapping"
"ELT2peak08853",1.888969,1.093109,2.613532,2.613532,2.562936,2.862497,0,0,1,11,4,8,"0.643","1.000","1.491","2.614","2.713","-1.152","0.503","0.649","ELT2peak08853","Increasing",0.460387335682583,"ELT2peak08853","WBGene00022200",2933361,2937740,"+","inside",-531,857,"Overlapping"
"ELT2peak08854",1.424026,1.277534,2.280956,1.695994,4.147899,4.682675,0,1,1,111.625,3,9,"0.880","1.000","1.351","1.988","4.415","-0.763","-0.369","1.132","ELT2peak08854","L3-high",2.61454575823633,"ELT2peak08854","WBGene00022200",2933361,2937740,"+","inside",1374,129,"Overlapping"
"ELT2peak08856",1.660514,1.818393,2.367371,1.480265,4.757314,5.401655,0,0,1,0.5,3,9,"0.996","1.000","1.739","1.924","5.079","-0.626","-0.528","1.153","ELT2peak08856","L3-high",3.52467140150725,"ELT2peak08856","WBGene00021528",2957934,2968167,"+","inside",3413,1551,"Overlapping"
"ELT2peak08862",2.096862,2.031709,5.68594,6.103498,5.633986,5.887636,0,1,1,10.125,2,8,"0.491","1.000","2.064","5.895","5.761","-1.154","0.608","0.546","ELT2peak08862","Post-embryonic",4.72574215375608,"ELT2peak08862","WBGene00019738",3031723,3033203,"+","overlapStart",-766,204,"Overlapping"
"ELT2peak08863",0.406817,0,0.941106,1.613532,1.862496,2.364997,0,0,1,9,4,10,"0.966","1.000","0.203","1.277","2.114","-1.039","0.083","0.956","ELT2peak08863","Increasing",0.91704766650175,"ELT2peak08863","WBGene00019736",3033325,3034303,"-","inside",111,126,"Overlapping"
"ELT2peak08864",3.106915,3.300867,2.570463,2.634593,4.862496,4.90689,1,1,1,22.3888888889924,3,7,"0.823","1.000","3.204","2.603","4.885","-0.304","-0.813","1.117","ELT2peak08864","L3-high",1.399168318033,"ELT2peak08864","WBGene00016343",3036427,3045806,"-","overlapEnd",4914,122,"Overlapping"
"ELT2peak08868",1.029747,1.213404,3.169925,3.408712,6.081665,6.405528,0,1,1,130.5,4,11,"0.680","1.000","1.122","3.289","6.244","-0.945","-0.102","1.047","ELT2peak08868","Increasing",6.61032788996233,"ELT2peak08868","WBGene00006679",3050365,3054585,"-","overlapStart",-2361,119,"Overlapping"
"ELT2peak08869",0.959358,0.5025,2.811471,3.333424,3.23173,3.135515,0,0,1,24,4,8,"0.573","1.000","0.731","3.072","3.184","-1.154","0.537","0.617","ELT2peak08869","Increasing",1.91846236190158,"ELT2peak08869","WBGene00016344",3055257,3059385,"-","inside",1645,152,"Overlapping"
"ELT2peak08870",2.002611,1.891475,2.613532,2.847997,6.10567,6.33823,1,1,1,25.8888888888371,3,9,"0.918","1.000","1.947","2.731","6.222","-0.741","-0.397","1.137","ELT2peak08870","L3-high",5.17957090727025,"ELT2peak08870","WBGene00018701",3089496,3092457,"+","inside",-834,237,"Overlapping"
"ELT2peak08871",0.54432,0.341037,2.526069,2.111031,2.321928,1.184425,0,0,1,59,2,6,"0.945","1.000","0.443","2.319","1.753","-1.104","0.846","0.258","ELT2peak08871","Post-embryonic",0.925991014503084,"ELT2peak08871","WBGene00018701",3089496,3092457,"+","inside",460,555,"Overlapping"
"ELT2peak08872",0.807355,0.729146,3.049631,2.773996,2.032422,2.110424,0,0,1,87,2,6,"0.982","1.000","0.768","2.912","2.071","-1.064","0.921","0.143","ELT2peak08872","Post-embryonic",1.16656284870258,"ELT2peak08872","WBGene00006948",3092395,3094448,"-","overlapEnd",781,188,"Overlapping"
"ELT2peak08873",2.242292,2.052467,1.941106,2.014355,4.417085,4.971021,1,1,1,11,3,7,"0.967","1.000","2.147","1.978","4.694","-0.521","-0.632","1.153","ELT2peak08873","L3-high",2.31545577046825,"ELT2peak08873","WBGene00018703",3095434,3099837,"-","overlapStart",-2364,130,"Overlapping"
"ELT2peak08874",2.624491,2.561879,3.918386,3.655352,4.914158,5.467359,0,1,1,20.25,4,11,"0.783","1.000","2.593","3.787","5.191","-0.972","-0.054","1.026","ELT2peak08874","Increasing",1.69052921799475,"ELT2peak08874","WBGene00018704",3100166,3102279,"-","overlapStart",-1286,123,"Overlapping"
"ELT2peak08875",1.354843,1.20482,2.735522,1.773996,4.07195,4.184424,0,0,1,7.5,3,11,"0.518","1.000","1.280","2.255","4.128","-0.880","-0.207","1.087","ELT2peak08875","L3-high",2.09555752597008,"ELT2peak08875","WBGene00019611",3103250,3106279,"-","overlapEnd",1610,155,"Overlapping"
"ELT2peak08876",2.371256,2.213404,1.473601,2.111032,5.032422,5.576742,0,0,1,8.5,3,7,"0.919","1.000","2.292","1.792","5.305","-0.441","-0.704","1.145","ELT2peak08876","L3-high",3.60994742569608,"ELT2peak08876","WBGene00019611",3103250,3106279,"-","overlapStart",-1555,199,"Overlapping"
"ELT2peak08877",3.424026,3.207595,2.526069,2.307428,5.432352,6.246201,1,1,1,32.2222222221705,3,7,"0.824","1.000","3.316","2.417","5.839","-0.305","-0.812","1.117","ELT2peak08877","L3-high",3.148315173964,"ELT2peak08877","WBGene00019612",3106543,3110630,"-","overlapStart",-2228,77,"Overlapping"
"ELT2peak08878",1.724893,1.254573,2.049631,2.028569,4.35435,4.506352,0,1,1,83.5,3,9,"0.913","1.000","1.490","2.039","4.430","-0.744","-0.393","1.137","ELT2peak08878","L3-high",2.44451994460233,"ELT2peak08878","WBGene00001685",3112083,3113382,"-","overlapEnd",666,386,"Overlapping"
"ELT2peak08879",1.766713,1.387023,4.080658,4.456806,5.669851,6.002048,1,0,1,18.5,4,10,"0.998","1.000","1.577","4.269","5.836","-1.076","0.174","0.902","ELT2peak08879","Increasing",4.64034628507408,"ELT2peak08879","WBGene00003124",3114668,3116538,"-","inside",368,279,"Overlapping"
"ELT2peak08880",1.291105,1.581047,3.548437,3.480265,4.695386,4.839777,0,1,1,48.75,4,10,"0.998","1.000","1.436","3.514","4.768","-1.072","0.163","0.908","ELT2peak08880","Increasing",2.83145709304758,"ELT2peak08880","WBGene00003124",3114668,3116538,"-","overlapStart",-675,315,"Overlapping"
"ELT2peak08881",2.851749,2.736965,2.298658,2.090853,4.266219,4.695386,1,1,1,23.3333333333333,3,7,"0.824","1.000","2.794","2.195","4.481","-0.306","-0.812","1.117","ELT2peak08881","L3-high",1.40493854491358,"ELT2peak08881","WBGene00004951",3117439,3127073,"-","overlapEnd",4780,343,"Overlapping"
"ELT2peak08882",1.115477,1.012939,1.9855,1.847997,2.669851,2.184425,0,0,1,32,4,10,"0.998","1.000","1.064","1.917","2.427","-1.072","0.166","0.907","ELT2peak08882","Increasing",0.474150155125083,"ELT2peak08882","WBGene00004951",3117439,3127073,"-","inside",-3954,440,"Overlapping"
"ELT2peak08888",1.222392,1.29956,2.613532,2.226508,3.07195,2.862497,0,0,1,32.5,4,10,"0.985","1.000","1.261","2.420","2.967","-1.096","0.234","0.862","ELT2peak08888","Increasing",0.759015865934084,"ELT2peak08888","WBGene00002220",3159940,3164424,"+","overlapStart",-2355,246,"Overlapping"
"ELT2peak08889",1.096861,1.736966,3.883621,3.570463,3.364997,4.07195,0,0,1,37.5,4,8,"0.478","1.000","1.417","3.727","3.718","-1.155","0.581","0.574","ELT2peak08889","Increasing",1.77232425655075,"ELT2peak08889","WBGene00015789",3164525,3165650,"+","overlapStart",-777,126,"Overlapping"
"ELT2peak08890",1.366782,2.067114,3.773996,4.017922,4.254814,4.562936,0,0,1,4,4,8,"0.841","1.000","1.717","3.896","4.409","-1.136","0.389","0.747","ELT2peak08890","Increasing",2.042940455751,"ELT2peak08890","WBGene00015793",3165796,3167579,"+","overlapStart",-816,272,"Overlapping"
"ELT2peak08891",0.885357,0.584963,3.111032,3.811471,1.862497,1.788496,0,0,1,15.5,2,5,"0.904","1.000","0.735","3.461","1.825","-0.927","1.060","-0.133","ELT2peak08891","Post-embryonic",1.88268382827158,"ELT2peak08891","WBGene00002217",3171424,3178695,"-","overlapStart",-3726,167,"Overlapping"
"ELT2peak08894",2.273018,2.657894,3.140779,3.198494,3.643856,4.447459,1,1,1,74.1666666666667,4,11,"0.745","1.000","2.465","3.170","4.046","-0.962","-0.072","1.034","ELT2peak08894","Increasing",0.626719958270583,"ELT2peak08894","WBGene00017891",3210470,3220367,"-","inside",-3286,1290,"Overlapping"
"ELT2peak08896",1.302563,1.63743,2.9855,3.169925,3.447459,4.30544,0,0,1,31.5,4,10,"0.990","1.000","1.470","3.078","3.876","-1.092","0.220","0.872","ELT2peak08896","Increasing",1.50229126217233,"ELT2peak08896","WBGene00017892",3227489,3235408,"-","overlapEnd",4520,65,"Overlapping"
"ELT2peak08897",0.762961,0.665016,2.9855,2.695994,3.220048,3.74514,0,0,1,7,4,8,"0.901","1.000","0.714","2.841","3.483","-1.126","0.342","0.784","ELT2peak08897","Increasing",2.10004095056025,"ELT2peak08897","WBGene00017892",3227489,3235408,"-","inside",-2252,1354,"Overlapping"
"ELT2peak08898",0.396422,0.152003,1.111031,1.111031,1.862496,1.949959,0,0,1,119,4,10,"0.899","1.000","0.274","1.111","1.906","-1.008","0.017","0.991","ELT2peak08898","Increasing",0.66601260596325,"ELT2peak08898","WBGene00017892",3227489,3235408,"-","inside",-3054,543,"Overlapping"
"ELT2peak08899",2.363748,2.093109,3.333424,3.480265,5.422192,5.76135,0,1,1,41.625,3,11,"0.491","1.000","2.228","3.407","5.592","-0.887","-0.197","1.084","ELT2peak08899","L3-high",2.91244014196075,"ELT2peak08899","WBGene00017892",3227489,3235408,"-","overlapStart",-4172,43,"Overlapping"
"ELT2peak08900",0.63743,0.463947,2.773996,2.526069,3.110424,2.669852,0,0,1,64,4,8,"0.685","1.000","0.551","2.650","2.890","-1.150","0.482","0.668","ELT2peak08900","Increasing",1.65631997408608,"ELT2peak08900","WBGene00018237",3235768,3243624,"-","inside",2328,885,"Overlapping"
"ELT2peak08901",0.609416,0.884523,2.226508,2.695994,2.184425,2.862497,0,0,1,212.5,4,8,"0.552","1.000","0.747","2.461","2.523","-1.154","0.546","0.608","ELT2peak08901","Increasing",1.01642553248575,"ELT2peak08901","WBGene00018237",3235768,3243624,"-","inside",124,2497,"Overlapping"
"ELT2peak08902",0.425926,0.277534,2.613532,2.695994,3.386058,3.447459,0,0,1,63.5,4,8,"0.922","1.000","0.352","2.655","3.417","-1.121","0.322","0.799","ELT2peak08902","Increasing",2.54649964115358,"ELT2peak08902","WBGene00018237",3235768,3243624,"-","inside",-2156,937,"Overlapping"
"ELT2peak08903",2.437405,1.878985,4.307428,4.503349,4.032421,4.375566,0,0,1,37.5,2,6,"0.607","1.000","2.158","4.405","4.204","-1.151","0.656","0.494","ELT2peak08903","Post-embryonic",1.54595501251158,"ELT2peak08903","WBGene00018238",3243886,3245980,"-","overlapEnd",991,253,"Overlapping"
"ELT2peak08904",0.91427,1.052467,2.263034,1.799087,3.282035,3.669851,0,0,1,0.5,4,11,"0.671","1.000","0.983","2.031","3.476","-0.943","-0.106","1.049","ELT2peak08904","Increasing",1.56637860062008,"ELT2peak08904","WBGene00018238",3243886,3245980,"-","inside",343,584,"Overlapping"
"ELT2peak08905",1.309855,1.093109,2.333424,2.773996,2.793234,3.398549,0,0,1,9.5,4,10,"0.961","1.000","1.201","2.554","3.096","-1.109","0.277","0.832","ELT2peak08905","Increasing",0.95187811610275,"ELT2peak08905","WBGene00018238",3243886,3245980,"-","overlapStart",-1118,168,"Overlapping"
"ELT2peak08906",1.972414,1.929611,1.695994,1.641546,3.906891,4.386059,0,0,1,20,3,7,"0.938","1.000","1.951","1.669","4.146","-0.470","-0.678","1.148","ELT2peak08906","L3-high",1.83978974745625,"ELT2peak08906","WBGene00004124",3247045,3250529,"-","overlapEnd",1582,103,"Overlapping"
"ELT2peak08907",3.780388,3.584962,4.294253,4.695994,7.848338,8.012243,1,1,1,11,3,9,"0.907","1.000","3.683","4.495","7.930","-0.748","-0.388","1.136","ELT2peak08907","L3-high",5.08378038648025,"ELT2peak08907","WBGene00002255",3257010,3258155,"+","overlapStart",-594,196,"Overlapping"
"ELT2peak08909",0.885357,0.830075,3.333424,3.226509,4.534922,5.091315,0,0,1,2.5,4,10,"0.996","1.000","0.858","3.280","4.813","-1.066","0.149","0.917","ELT2peak08909","Increasing",3.97717691281008,"ELT2peak08909","WBGene00019550",3282602,3285721,"+","overlapStart",-1684,123,"Overlapping"
"ELT2peak08910",1.222392,1.629162,3.408712,3.503349,5.873724,6.346313,0,1,1,37.25,4,11,"0.711","1.000","1.426","3.456","6.110","-0.953","-0.089","1.041","ELT2peak08910","Increasing",5.51795000145475,"ELT2peak08910","WBGene00019550",3282602,3285721,"+","inside",-658,562,"Overlapping"
"ELT2peak08911",1.045515,0.607683,4.952333,4.952333,3.862496,4.169925,0,1,1,42.25,2,6,"0.862","1.000","0.827","4.952","4.016","-1.127","0.780","0.347","ELT2peak08911","Post-embryonic",4.67860464911575,"ELT2peak08911","WBGene00019550",3282602,3285721,"+","overlapEnd",1402,82,"Overlapping"
"ELT2peak08913",2.029747,1.95818,5.384049,5.548437,5.643856,5.753267,1,1,1,56.3333333333333,4,8,"0.607","1.000","1.994","5.466","5.699","-1.153","0.520","0.632","ELT2peak08913","Increasing",4.30579052552775,"ELT2peak08913","WBGene00019549",3289485,3292412,"+","inside",-428,586,"Overlapping"
"ELT2peak08914",2.691878,2,4.592158,5.169925,4.459432,4.465381,1,1,1,11.3333333333333,2,6,"0.759","1.000","2.346","4.881","4.462","-1.141","0.724","0.416","ELT2peak08914","Post-embryonic",1.84690577121458,"ELT2peak08914","WBGene00019548",3296482,3297993,"+","overlapEnd",860,275,"Overlapping"
"ELT2peak08915",0.736966,0.644519,1.773996,1.226508,4.935745,5.462409,0,0,1,2,3,9,"0.923","1.000","0.691","1.500","5.199","-0.738","-0.401","1.138","ELT2peak08915","L3-high",5.77694866251758,"ELT2peak08915","WBGene00043980",3304026,3306939,"+","overlapEnd",1301,48,"Overlapping"
"ELT2peak08916",2.08153,2.178597,2.695994,1.695994,0.084889,0,1,0,0,16,1,2,"0.413","1.000","2.130","2.196","0.042","0.550","0.604","-1.154","ELT2peak08916","LE-specific",1.50004589482358,"ELT2peak08916","WBGene00017381",3315321,3324229,"+","inside",-2655,1387,"Overlapping"
"ELT2peak08917",2.198145,2.311202,2.613532,2.773996,6.129283,6.495492,1,1,1,32.2222222221705,3,9,"0.984","1.000","2.255","2.694","6.312","-0.673","-0.476","1.149","ELT2peak08917","L3-high",4.95871323462308,"ELT2peak08917","WBGene00017380",3333130,3347302,"+","inside",-5870,827,"Overlapping"
"ELT2peak08918",1.091148,1.139403,2.613532,2.526069,2.032421,1.669851,0,0,1,0,2,5,"0.961","1.000","1.115","2.570","1.851","-1.004","0.996","0.008","ELT2peak08918","Post-embryonic",0.52893538577425,"ELT2peak08918","WBGene00017380",3333130,3347302,"+","inside",-4290,2449,"Overlapping"
"ELT2peak08919",5.058894,5.058894,2.613532,2.847997,3.949959,4.417086,1,0,0,46,1,3,"0.865","1.000","5.059","2.731","4.184","0.908","-1.072","0.164","ELT2peak08919","LE-specific",1.38282800639108,"ELT2peak08919","WBGene00022826",3348121,3348642,"+","overlapStart",-220,100,"Overlapping"
"ELT2peak08920",0.830075,0.978938,0.847997,0.400538,5.110424,5.237536,0,0,1,6,3,7,"0.967","1.000","0.905","0.624","5.174","-0.522","-0.631","1.153","ELT2peak08920","L3-high",6.50113694949658,"ELT2peak08920","WBGene00000989",3360722,3362493,"-","overlapStart",-1004,120,"Overlapping"
"ELT2peak08921",3.681824,3.321928,2.198494,2.049631,4.695386,5.052321,1,0,1,19.375,3,4,"0.606","1.000","3.502","2.124","4.874","0.001","-1.001","0.999","ELT2peak08921","L3-high",1.89034047416158,"ELT2peak08921","WBGene00022767",3368959,3373217,"+","inside",415,1475,"Overlapping"
"ELT2peak08922",1.847997,2.0145,2.773996,2.333424,2.032422,1.977974,1,0,1,101.75,0,0,"0.000","0.000","1.931","2.554","2.005","-0.683","1.148","-0.465","ELT2peak08922","Not-changing or not IDR-passing",0.11563204361275,"ELT2peak08922","WBGene00022769",3376874,3379234,"-","overlapStart",-1075,362,"Overlapping"
"ELT2peak08924",1.707819,1.415037,1.432959,1.464668,2.669852,2.295456,1,0,1,51.25,3,7,"0.941","1.000","1.561","1.449","2.483","-0.475","-0.674","1.149","ELT2peak08924","L3-high",0.321694258021083,"ELT2peak08924","WBGene00006810",3408664,3411683,"-","overlapStart",-2148,325,"Overlapping"
"ELT2peak08930",1.444785,1.476438,1.655352,2.358959,4.816693,5.220048,0,0,1,1,3,9,"0.953","1.000","1.461","2.007","5.018","-0.714","-0.429","1.143","ELT2peak08930","L3-high",3.670629203707,"ELT2peak08930","WBGene00015713",3499253,3505251,"+","inside",-2175,671,"Overlapping"
"ELT2peak08931",1.374395,1.145851,3.111031,3.280956,5.35435,6.086498,0,0,1,8.5,4,11,"0.712","1.000","1.260","3.196","5.720","-0.953","-0.088","1.041","ELT2peak08931","Increasing",5.00243815878358,"ELT2peak08931","WBGene00015713",3499253,3505251,"+","inside",-1050,1611,"Overlapping"
"ELT2peak08932",0.959358,0.415038,3.655352,3.38405,3.562936,4.695386,0,1,1,145.75,4,8,"0.820","1.000","0.687","3.520","4.129","-1.139","0.403","0.735","ELT2peak08932","Increasing",3.37360400499633,"ELT2peak08932","WBGene00015713",3499253,3505251,"+","overlapEnd",3352,247,"Overlapping"
"ELT2peak08935",2.616671,2.552541,1.918386,1.613532,3.110424,3.720478,1,0,1,191.75,3,4,"0.610","1.000","2.585","1.766","3.415","-0.005","-0.998","1.002","ELT2peak08935","L3-high",0.680218363783,"ELT2peak08935","WBGene00006863",3537641,3540940,"+","overlapEnd",2036,84,"Overlapping"
"ELT2peak08936",1.97728,1.782769,1.9855,2.333424,1.669851,1.862497,1,0,0,184.5,0,0,"0.000","0.000","1.880","2.159","1.766","-0.273","1.108","-0.835","ELT2peak08936","Not-changing or not IDR-passing",0.0409537839500833,"ELT2peak08936","WBGene00004350",3542558,3557599,"+","inside",-3908,3146,"Overlapping"
"ELT2peak08937",0.70156,0.900464,2.9855,2.695994,3.386058,3.617384,0,0,1,39,4,8,"0.917","1.000","0.801","2.841","3.502","-1.122","0.326","0.796","ELT2peak08937","Increasing",1.981872433597,"ELT2peak08937","WBGene00004350",3542558,3557599,"+","inside",-2045,5135,"Overlapping"
"ELT2peak08938",1.415037,1.415037,4.017922,4.111032,4.643856,5.417086,0,1,1,28.875,4,10,"0.943","1.000","1.415","4.064","5.030","-1.116","0.300","0.816","ELT2peak08938","Increasing",3.50400662166533,"ELT2peak08938","WBGene00004350",3542558,3557599,"+","inside",-1081,6075,"Overlapping"
"ELT2peak08939",0.847997,0.9386,3.049631,1.918386,4.032422,3.99178,0,0,1,46.5,4,10,"0.894","1.000","0.893","2.484","4.012","-1.007","0.013","0.993","ELT2peak08939","Increasing",2.43205900444375,"ELT2peak08939","WBGene00004350",3542558,3557599,"+","inside",-222,6897,"Overlapping"
"ELT2peak08940",2.015942,1.618571,4.198494,4.358959,5.263376,5.810863,1,1,1,37.1666666666667,4,10,"0.993","1.000","1.817","4.279","5.537","-1.089","0.212","0.877","ELT2peak08940","Increasing",3.57996137368633,"ELT2peak08940","WBGene00004350",3542558,3557599,"+","inside",1568,5355,"Overlapping"
"ELT2peak08941",1.169925,0.695145,3.773996,3.811471,4.635086,5.019001,0,0,1,13.5,4,10,"0.941","1.000","0.933","3.793","4.827","-1.116","0.302","0.814","ELT2peak08941","Increasing",4.06962151534575,"ELT2peak08941","WBGene00004350",3542558,3557599,"+","inside",3203,3999,"Overlapping"
"ELT2peak08942",1.187627,1.32484,2.883621,3.253989,4.991779,5.805011,0,0,1,33.5,4,11,"0.723","1.000","1.256","3.069","5.398","-0.956","-0.083","1.039","ELT2peak08942","Increasing",4.31165115046575,"ELT2peak08942","WBGene00004350",3542558,3557599,"+","inside",6047,1266,"Overlapping"
"ELT2peak08943",1.835369,1.415038,2.918386,3.226509,3.686925,3.816693,0,0,1,37,4,10,"0.984","1.000","1.625","3.072","3.752","-1.097","0.236","0.861","ELT2peak08943","Increasing",1.17974969930808,"ELT2peak08943","WBGene00004350",3542558,3557599,"+","overlapEnd",7716,188,"Overlapping"
