geneSym,geneID,refID,chrom,strand,Unsorted (RPM),Sorted (RPM),P-value,Group 1
Y51A2D.10,180210,ttr-25,chrV,+,8.55,11.68,3.27E-02,Other
Y55F3AM.15,176927,csn-4,chrIV,-,87.01,91.51,3.28E-02,Other
B0395.1,181680,nhx-1,chrX,+,0.00,0.64,3.29E-02,Other
B0563.10,6418828,B0563.10,chrX,-,0.00,0.64,3.29E-02,Other
C01A2.2,173208,C01A2.2,chrI,+,0.00,0.64,3.29E-02,Other
C04G2.7,177876,egl-38,chrIV,-,0.00,0.64,3.29E-02,Other
C07G3.8,182381,C07G3.8,chrV,-,0.00,0.64,3.29E-02,Other
C12D5.8,179149,nhr-94,chrV,-,0.00,0.64,3.29E-02,Other
C24G7.1,182851,C24G7.1,chrI,+,0.00,0.64,3.29E-02,Other
C27B7.7,177708,C27B7.7,chrIV,+,0.00,0.64,3.29E-02,Other
C29H12.5,183036,C29H12.5,chrII,-,0.00,0.64,3.29E-02,Other
C32H11.1,183126,C32H11.1,chrIV,-,0.00,0.64,3.29E-02,Other
C32H11.12,178245,dod-24,chrIV,-,0.00,0.64,3.29E-02,Other
C54G7.1,183816,C54G7.1,chrX,+,0.00,0.64,3.29E-02,Other
D2062.8,191912,sri-38,chrII,+,0.00,0.64,3.29E-02,Other
E02H4.1,181534,del-1,chrX,+,0.00,0.64,3.29E-02,Other
EGAP1.1,184047,EGAP1.1,chrIII,-,0.00,0.64,3.29E-02,Other
F10D2.2,3564933,ugt-39,chrV,+,0.00,0.64,3.29E-02,Other
F10E7.1,174172,F10E7.1,chrII,+,0.00,0.64,3.29E-02,Other
F11A10.6,178149,F11A10.6,chrIV,-,0.00,0.64,3.29E-02,Other
F13A7.13,3564932,sre-36,chrV,+,0.00,0.64,3.29E-02,Other
F13G11.1,178392,dmd-6,chrIV,+,0.00,0.64,3.29E-02,Other
F16A11.2,184556,F16A11.2,chrI,-,0.00,0.64,3.29E-02,Other
F18E3.5,184641,srw-69,chrV,-,0.00,0.64,3.29E-02,Other
F19B10.2,173711,F19B10.2,chrII,+,0.00,0.64,3.29E-02,Other
F19F10.11,179143,F19F10.11,chrV,-,0.00,0.64,3.29E-02,Other
F22B8.1,184821,srj-29,chrV,+,0.00,0.64,3.29E-02,Other
F22E10.5,184847,phosphotransferase,chrX,+,0.00,0.64,3.29E-02,Other
F31A3.3,185135,F31A3.3,chrX,-,0.00,0.64,3.29E-02,Other
F32G8.4,179471,F32G8.4,chrV,+,0.00,0.64,3.29E-02,Other
F33H12.2,191913,sri-39,chrII,+,0.00,0.64,3.29E-02,Other
F35E8.7,185298,F35E8.7,chrV,+,0.00,0.64,3.29E-02,Other
F35F11.2,177159,F35F11.2,chrIV,+,0.00,0.64,3.29E-02,Other
F40H6.2,185574,F40H6.2,chrIII,+,0.00,0.64,3.29E-02,Other
F44F4.5,191781,sra-10,chrII,-,0.00,0.64,3.29E-02,Other
F45E12.6,185804,F45E12.6,chrII,-,0.00,0.64,3.29E-02,Other
F45H7.1,185816,F45H7.1,chrIII,+,0.00,0.64,3.29E-02,Other
F54B8.7,186204,srbc-49,chrV,+,0.00,0.64,3.29E-02,Other
F56H9.5,179732,lin-25,chrV,+,0.00,0.64,3.29E-02,Other
F57E7.3,186452,srh-139,chrV,+,0.00,0.64,3.29E-02,Other
F58B4.3,186495,F58B4.3,chrV,+,0.00,0.64,3.29E-02,Other
F58E1.7,186512,F58E1.7,chrII,-,0.00,0.64,3.29E-02,Other
H02I12.3,178062,tag-89,chrIV,+,0.00,0.64,3.29E-02,Other
H06I04.7,3565386,fipr-29,chrIII,-,0.00,0.64,3.29E-02,Other
H13N06.7,3565212,H13N06.7,chrX,+,0.00,0.64,3.29E-02,Other
H22K11.4,180946,sgca-1,chrX,-,0.00,0.64,3.29E-02,Other
H23N18.2,186767,ugt-14,chrV,+,0.00,0.64,3.29E-02,Other
K02E2.2,186880,grd-11,chrV,+,0.00,0.64,3.29E-02,Other
K09F6.7,187234,K09F6.7,chrII,-,0.00,0.64,3.29E-02,Other
K11D12.13,3896821,K11D12.13,chrV,+,0.00,0.64,3.29E-02,Other
M01D1.1,173486,str-148,chrII,+,0.00,0.64,3.29E-02,Other
R05C11.3,177004,ATPase,chrIV,+,0.00,0.64,3.29E-02,Other
R06A4.8,175091,R06A4.8,chrII,-,0.00,0.64,3.29E-02,Other
R09D1.7,187737,chitinase,chrII,-,0.00,0.64,3.29E-02,Other
R09E10.7,177915,pqn-55,chrIV,+,0.00,0.64,3.29E-02,Other
R107.6,176280,cls-2,chrIII,+,0.00,0.64,3.29E-02,Other
T05B4.10,188106,T05B4.10,chrV,-,0.00,0.64,3.29E-02,Other
T10C6.3,188374,srx-43,chrV,+,0.00,0.64,3.29E-02,Other
T15D6.12,173110,T15D6.12,chrI,-,0.00,0.64,3.29E-02,Other
T19H12.4,191816,srd-33,chrV,+,0.00,0.64,3.29E-02,Other
T19H5.2,188615,T19H5.2,chrII,+,0.00,0.64,3.29E-02,Other
T21B4.9,188678,srh-70,chrII,-,0.00,0.64,3.29E-02,Other
T24C4.3,188844,T24C4.3,chrIII,-,0.00,0.64,3.29E-02,Other
T24E12.4,188863,srx-111,chrII,+,0.00,0.64,3.29E-02,Other
T25B2.3,6418868,T25B2.3,chrX,+,0.00,0.64,3.29E-02,Other
T25C8.1,188886,T25C8.1,chrIII,+,0.00,0.64,3.29E-02,Other
T27A1.3,173444,T27A1.3,chrII,+,0.00,0.64,3.29E-02,Other
T27C10.4,188993,bath-25,chrI,+,0.00,0.64,3.29E-02,Other
T28A11.20,189025,T28A11.20,chrV,-,0.00,0.64,3.29E-02,Other
VW02B12L.2,189071,VW02B12L.2,chrII,-,0.00,0.64,3.29E-02,Other
W04A4.6,3565636,W04A4.6,chrI,-,0.00,0.64,3.29E-02,Other
W10G11.13,173706,clec-132,chrII,+,0.00,0.64,3.29E-02,Other
Y111B2A.27,3565325,Y111B2A.27,chrIII,-,0.00,0.64,3.29E-02,Other
Y17G7B.12,174842,Exonuclease,chrII,+,0.00,0.64,3.29E-02,Other
Y44E3B.2,189907,tyrosinase,chrI,+,0.00,0.64,3.29E-02,Other
Y45F10D.2,189924,Y45F10D.2,chrIV,-,0.00,0.64,3.29E-02,Other
Y45F10D.7,178346,Y45F10D.7,chrIV,+,0.00,0.64,3.29E-02,Other
Y46H3A.1,189961,srt-42,chrV,+,0.00,0.64,3.29E-02,Other
Y48A6C.5,176543,pha-1,chrIII,+,0.00,0.64,3.29E-02,Other
Y48B6A.11,175080,jmjd-2,chrII,-,0.00,0.64,3.29E-02,Other
Y48G1C.8,3564797,Y48G1C.8,chrI,-,0.00,0.64,3.29E-02,Other
Y49F6C.2,190085,Y49F6C.2,chrII,+,0.00,0.64,3.29E-02,Other
Y52B11A.2,173001,Y52B11A.2,chrI,-,0.00,0.64,3.29E-02,Other
Y57E12B.1,190357,Y57E12B.1,chrV,+,0.00,0.64,3.29E-02,Other
Y71G12B.24,171737,mppa-1,chrI,-,0.00,0.64,3.29E-02,Other
Y82E9BL.7,190756,fbxa-26,chrIII,-,0.00,0.64,3.29E-02,Other
ZC239.5,191122,ZC239.5,chrII,+,0.00,0.64,3.29E-02,Other
ZK1037.11,191505,srz-10,chrV,-,0.00,0.64,3.29E-02,Other
ZK1037.8,191502,srh-295,chrV,+,0.00,0.64,3.29E-02,Other
ZK622.2,191665,gur-5,chrII,+,0.00,0.64,3.29E-02,Other
ZK973.5,191479,acr-6,chrI,+,0.00,0.64,3.29E-02,Other
B0432.10,173413,B0432.10,chrII,-,2.49,0.64,3.29E-02,Other
C43E11.4,172024,tufm-2,chrI,+,2.49,0.64,3.29E-02,Other
T07H6.4,188252,T07H6.4,chrX,-,2.49,0.64,3.29E-02,Other
W08E12.6,189294,W08E12.6,chrIV,+,2.49,0.64,3.29E-02,Other
C04G6.6,182238,C04G6.6,chrII,-,0.76,2.12,3.32E-02,Other
C30G4.4,181746,C30G4.4,chrX,-,0.76,2.12,3.32E-02,Other
C48B4.1,176353,C48B4.1,chrIII,-,0.76,2.12,3.32E-02,Other
C50D2.8,183652,C50D2.8,chrII,-,0.76,2.12,3.32E-02,Other
F07A11.1,184110,F07A11.1,chrII,-,0.76,2.12,3.32E-02,Other
F09B9.5,259721,F09B9.5,chrX,+,0.76,2.12,3.32E-02,Other
T03G6.2,180560,nhr-40,chrX,+,0.76,2.12,3.32E-02,Other
Y71G12B.30,3565302,Y71G12B.30,chrI,-,0.76,2.12,3.32E-02,Other
F35B3.4,185255,F35B3.4,chrX,-,22.19,15.29,3.34E-02,Other
K02E11.1,179926,ent-3,chrV,-,3.90,6.16,3.35E-02,Other
Y75B8A.22,176652,tim-1,chrIII,-,3.90,6.16,3.35E-02,Other
C10H11.3,172087,ugt-25,chrI,+,21.00,25.05,3.35E-02,Other
T25E12.6,180118,T25E12.6,chrV,+,14.07,8.92,3.35E-02,Other
K03A1.5,180992,sur-5,chrX,-,6.39,3.18,3.35E-02,Other
F28D1.11,178189,dpm-3,chrIV,+,5.09,7.64,3.36E-02,Other
F38E9.5,181711,F38E9.5,chrX,+,8.66,11.68,3.37E-02,Other
F41E7.7,185625,F41E7.7,chrX,+,4.44,1.91,3.38E-02,Other
K08A2.2,173644,K08A2.2,chrII,+,4.44,1.91,3.38E-02,Other
C12D5.2,182533,nhr-152,chrV,+,0.54,1.70,3.39E-02,Other
C17E4.11,3565408,C17E4.11,chrI,-,0.54,1.70,3.39E-02,Other
F25E2.1,180427,F25E2.1,chrX,+,0.54,1.70,3.39E-02,Other
F40G9.4,185553,btb-1,chrIII,+,0.54,1.70,3.39E-02,Other
F41B4.4,180955,glr-6,chrX,-,0.54,1.70,3.39E-02,Other
F48F7.5,185990,F48F7.5,chrX,+,0.54,1.70,3.39E-02,Other
K09E9.4,3564761,K09E9.4,chrX,-,0.54,1.70,3.39E-02,Other
T03E6.5,188018,srh-269,chrV,-,0.54,1.70,3.39E-02,Other
W09B6.4,173499,W09B6.4,chrII,-,0.54,1.70,3.39E-02,Other
Y37E11B.4,192051,taf-2,chrIV,-,0.54,1.70,3.39E-02,Other
Y45G5AM.5,178816,Y45G5AM.5,chrV,+,0.54,1.70,3.39E-02,Other
Y54F10BM.12,190276,Y54F10BM.12,chrIII,-,0.54,1.70,3.39E-02,Other
Y71H2AM.6,175394,Y71H2AM.6,chrIII,+,0.54,1.70,3.39E-02,Other
T23B3.1,172388,T23B3.1,chrI,+,32.36,36.73,3.39E-02,Other
F21H7.4,180089,clec-233,chrV,+,7.14,9.98,3.40E-02,Other
ZC434.5,172904,ers-2,chrI,+,7.90,10.83,3.40E-02,Other
F32D8.14,179507,F32D8.14,chrV,-,12.23,15.71,3.40E-02,Other
B0523.5,176215,fli-1,chrIII,-,90.80,73.25,3.41E-02,Other
H02I12.8,178065,cyp-31A2,chrIV,+,7.90,4.25,3.41E-02,Other
F25D7.2,172916,tag-353,chrI,+,16.45,20.17,3.43E-02,Other
R07E5.3,175571,R07E5.3,chrIII,+,4.55,1.91,3.43E-02,Other
W02A2.3,178294,pqn-74,chrIV,-,4.55,1.91,3.43E-02,Other
Y11D7A.4,189429,rab-28,chrIV,-,4.55,1.91,3.43E-02,Other
Y65B4A.1,171656,Y65B4A.1,chrI,+,4.55,1.91,3.43E-02,Other
ZK930.6,191466,ZK930.6,chrII,+,18.72,12.53,3.45E-02,Other
F01F1.6,175820,alh-9,chrIII,+,11.36,6.79,3.47E-02,Other
VF39H2L.1,172663,VF39H2L.1,chrI,+,8.66,4.88,3.48E-02,Other
ZK652.6,176095,ZK652.6,chrIII,+,2.06,3.82,3.49E-02,Other
C05B5.3,176411,pqn-8,chrIII,-,0.32,1.27,3.50E-02,Other
C14A4.9,174637,C14A4.9,chrII,+,0.32,1.27,3.50E-02,Other
C30G12.3,183061,C30G12.3,chrII,+,0.32,1.27,3.50E-02,Other
F13E6.3,184417,F13E6.3,chrX,+,0.32,1.27,3.50E-02,Other
F21C10.11,179293,F21C10.11,chrV,+,0.32,1.27,3.50E-02,Other
F22B8.6,180079,F22B8.6,chrV,+,0.32,1.27,3.50E-02,Other
F35E12.3,185305,fbxa-181,chrV,+,0.32,1.27,3.50E-02,Other
F40G12.10,179927,F40G12.10,chrV,+,0.32,1.27,3.50E-02,Other
F54B8.3,180060,fbxa-69,chrV,-,0.32,1.27,3.50E-02,Other
H19M22.3,175383,protease,chrIII,+,0.32,1.27,3.50E-02,Other
H24O09.1,186776,srbc-40,chrV,-,0.32,1.27,3.50E-02,Other
K09E2.2,187216,K09E2.2,chrX,+,0.32,1.27,3.50E-02,Other
R05D7.4,173096,R05D7.4,chrI,-,0.32,1.27,3.50E-02,Other
T04F3.5,6418766,T04F3.5,chrV,+,0.32,1.27,3.50E-02,Other
T04H1.7,188072,ugt-55,chrV,+,0.32,1.27,3.50E-02,Other
T12C9.1,188451,nhr-273,chrII,+,0.32,1.27,3.50E-02,Other
T22E5.3,188745,T22E5.3,chrX,+,0.32,1.27,3.50E-02,Other
Y11D7A.9,189434,Y11D7A.9,chrIV,-,0.32,1.27,3.50E-02,Other
Y43F8C.1,189877,nlp-25,chrV,+,0.32,1.27,3.50E-02,Other
Y48E1B.13,175007,csp-1,chrII,+,0.32,1.27,3.50E-02,Other
Y61B8A.4,4363110,fbxa-85,chrV,+,0.32,1.27,3.50E-02,Other
Y62E10A.17,190458,Y62E10A.17,chrIV,-,0.32,1.27,3.50E-02,Other
Y6E2A.7,189378,Y6E2A.7,chrV,+,0.32,1.27,3.50E-02,Other
Y71F9AL.11,190587,Y71F9AL.11,chrI,+,0.32,1.27,3.50E-02,Other
K06H7.3,176141,K06H7.3,chrIII,+,8.77,4.88,3.50E-02,Other
F32H5.1,179815,F32H5.1,chrV,-,3.46,5.73,3.52E-02,Other
ZK402.3,191313,ZK402.3,chrX,+,5.84,8.49,3.52E-02,Other
F45H11.5,172913,F45H11.5,chrI,+,16.67,20.38,3.54E-02,Other
Y49A3A.2,3564970,vha-13,chrV,+,433.77,424.84,3.56E-02,Other
T20D3.3,177761,T20D3.3,chrIV,-,5.19,7.64,3.57E-02,Other
C35A5.11,3565115,C35A5.11,chrV,-,7.25,3.82,3.58E-02,Other
F40F12.4,185552,F40F12.4,chrIII,+,7.25,3.82,3.58E-02,Other
C16C10.12,175528,wht-3,chrIII,-,3.46,1.27,3.58E-02,Other
F22B5.6,184810,F22B5.6,chrII,-,3.46,1.27,3.58E-02,Other
K10B3.8,3565504,gpd-2,chrX,-,13.53,16.99,3.59E-02,Other
Y50D7A.6,3565057,klp-20,chrIII,+,13.53,16.99,3.59E-02,Other
F01G4.4,178018,F01G4.4,chrIV,+,95.24,77.28,3.60E-02,Other
C30B5.2,174028,C30B5.2,chrII,+,15.69,19.32,3.61E-02,Other
F10D7.2,181765,F10D7.2,chrX,-,15.69,19.32,3.61E-02,Other
C52E12.3,174145,sqv-7,chrII,-,17.97,21.66,3.62E-02,Other
C29F7.6,181467,C29F7.6,chrX,+,1.73,3.40,3.65E-02,Other
F07C3.1,179307,ptd-2,chrV,+,1.73,3.40,3.65E-02,Other
F44E2.9,176247,F44E2.9,chrIII,-,1.73,3.40,3.65E-02,Other
T03G11.3,188032,T03G11.3,chrX,+,1.73,3.40,3.65E-02,Other
R06A10.4,171688,R06A10.4,chrI,-,31.82,36.09,3.66E-02,Other
B0334.6,181927,B0334.6,chrII,+,1.08,0.00,3.66E-02,Other
C13A2.6,182554,C13A2.6,chrV,+,1.08,0.00,3.66E-02,Other
C54D2.5,181045,cca-1,chrX,-,1.08,0.00,3.66E-02,Other
F08D12.10,173622,sdz-9,chrII,-,1.08,0.00,3.66E-02,Other
F14D7.1,184462,F14D7.1,chrV,-,1.08,0.00,3.66E-02,Other
F31D4.4,185147,clec-264,chrV,-,1.08,0.00,3.66E-02,Other
F32A11.3,174957,F32A11.3,chrII,-,1.08,0.00,3.66E-02,Other
F46A8.6,185822,F46A8.6,chrI,-,1.08,0.00,3.66E-02,Other
F55B12.2,186281,F55B12.2,chrV,-,1.08,0.00,3.66E-02,Other
M110.7,187474,M110.7,chrII,+,1.08,0.00,3.66E-02,Other
T12C9.6,173781,nhr-16,chrII,+,1.08,0.00,3.66E-02,Other
W07B8.3,178610,W07B8.3,chrV,+,1.08,0.00,3.66E-02,Other
Y37E11B.9,189626,Y37E11B.9,chrIV,-,1.08,0.00,3.66E-02,Other
ZK795.3,178207,ZK795.3,chrIV,+,1.08,0.00,3.66E-02,Other
B0391.10,181955,B0391.10,chrV,+,1.08,2.55,3.67E-02,Other
F23H11.2,175251,F23H11.2,chrIII,+,1.08,2.55,3.67E-02,Other
F41D9.1,181091,tbc-18,chrX,+,1.08,2.55,3.67E-02,Other
K08D8.5,178243,K08D8.5,chrIV,-,1.08,2.55,3.67E-02,Other
T24C4.8,4363056,T24C4.8,chrIII,+,1.08,2.55,3.67E-02,Other
Y113G7A.13,190961,Y113G7A.13,chrV,+,1.08,2.55,3.67E-02,Other
Y71G12B.20,171727,mab-20,chrI,-,1.08,2.55,3.67E-02,Other
T03F1.12,171969,T03F1.12,chrI,-,15.80,19.32,3.69E-02,Other
C50F4.8,179332,C50F4.8,chrV,-,19.16,12.95,3.69E-02,Other
Y47H9C.4,173064,ced-1,chrI,-,51.62,56.05,3.70E-02,Other
F33A8.5,174692,sdhd-1,chrII,-,180.52,152.02,3.70E-02,Other
F53F4.17,4926995,F53F4.17,chrV,+,8.01,4.46,3.71E-02,Other
T11F9.9,188426,col-157,chrV,+,8.01,4.46,3.71E-02,Other
Y38F1A.1,174938,Y38F1A.1,chrII,-,8.12,4.46,3.71E-02,Other
F55A11.3,179612,hrd-1,chrV,+,18.18,21.87,3.72E-02,Other
F37C4.5,177146,F37C4.5,chrIV,-,76.30,80.68,3.73E-02,Other
F54C1.7,172127,pat-10,chrI,-,317.32,313.59,3.73E-02,Other
C01C7.1,178218,ark-1,chrIV,-,35.06,25.90,3.73E-02,Other
F11C1.7,6418845,F11C1.7,chrX,+,1.41,2.97,3.74E-02,Other
F42H10.3,185685,F42H10.3,chrIII,+,1.41,2.97,3.74E-02,Other
F43G9.11,185718,ces-1,chrI,+,1.41,2.97,3.74E-02,Other
F46H5.8,185882,lact-1,chrX,-,1.41,2.97,3.74E-02,Other
Y39E4A.2,176715,ttm-1,chrIII,-,1.41,2.97,3.74E-02,Other
F57C9.4,172100,F57C9.4,chrI,+,4.11,6.37,3.74E-02,Other
F17H10.3,184624,F17H10.3,chrX,-,10.71,6.37,3.74E-02,Other
F15G9.5,181185,F15G9.5,chrX,-,6.60,3.40,3.74E-02,Other
T01H3.1,174272,vha-4,chrII,-,64.72,69.21,3.75E-02,Other
F28A10.6,173466,acdh-9,chrII,-,9.09,12.10,3.76E-02,Other
F57B10.11,172373,bag-1,chrI,-,9.09,12.10,3.76E-02,Other
T11G6.4,188431,T11G6.4,chrIV,-,2.16,4.03,3.77E-02,Other
C33C12.4,173573,C33C12.4,chrII,-,54.22,58.60,3.79E-02,Other
R144.4,175681,wip-1,chrIII,+,25.97,18.47,3.79E-02,Other
K01G5.6,176502,rib-2,chrIII,+,6.06,8.70,3.81E-02,Other
C09E10.2,180452,dgk-1,chrX,-,0.22,1.06,3.82E-02,Other
C32A3.2,183104,C32A3.2,chrIII,-,0.22,1.06,3.82E-02,Other
C32H11.3,183128,C32H11.3,chrIV,+,0.22,1.06,3.82E-02,Other
C49A9.4,3565549,C49A9.4,chrIV,+,0.22,1.06,3.82E-02,Other
F07G6.1,184149,dgn-3,chrX,+,0.22,1.06,3.82E-02,Other
F37H8.1,174707,lir-3,chrII,-,0.22,1.06,3.82E-02,Other
F54F7.8,3565574,F54F7.8,chrX,-,0.22,1.06,3.82E-02,Other
K04G11.3,187011,K04G11.3,chrX,-,0.22,1.06,3.82E-02,Other
W07E6.3,189276,W07E6.3,chrII,+,0.22,1.06,3.82E-02,Other
Y116A8C.40,191007,Y116A8C.40,chrIV,-,0.22,1.06,3.82E-02,Other
Y25C1A.9,189538,srg-21,chrII,-,0.22,1.06,3.82E-02,Other
Y40A1A.3,180511,Y40A1A.3,chrX,-,0.22,1.06,3.82E-02,Other
Y43F11A.5,3565594,set-24,chrII,-,0.22,1.06,3.82E-02,Other
Y48G8AR.1,190048,grh-1,chrI,-,0.22,1.06,3.82E-02,Other
Y65B4A.7,190486,Y65B4A.7,chrI,-,0.22,1.06,3.82E-02,Other
ZK1320.5,191564,ZK1320.5,chrII,-,0.22,1.06,3.82E-02,Other
F52C12.4,186100,F52C12.4,chrIV,+,18.40,22.08,3.82E-02,Other
C01B10.5,177433,hil-7,chrIV,+,19.37,13.16,3.82E-02,Other
K03H6.2,176959,K03H6.2,chrIV,+,8.33,11.25,3.83E-02,Other
C46C2.5,177742,C46C2.5,chrIV,-,15.80,10.40,3.84E-02,Other
ZK354.2,177310,ZK354.2,chrIV,+,15.91,10.40,3.85E-02,Other
T10G3.1,188388,T10G3.1,chrV,-,21.97,15.29,3.86E-02,Other
C48B4.13,3565754,C48B4.13,chrIII,+,2.60,4.46,3.87E-02,Other
F22D3.6,174135,F22D3.6,chrII,-,2.60,4.46,3.87E-02,Other
R10E4.11,175554,R10E4.11,chrIII,-,2.60,4.46,3.87E-02,Other
B0457.2,174420,B0457.2,chrII,-,4.11,1.70,3.88E-02,Other
C50E3.13,179145,C50E3.13,chrV,-,4.11,1.70,3.88E-02,Other
F21H7.12,259670,F21H7.12,chrV,+,4.11,1.70,3.88E-02,Other
K07E8.5,187113,K07E8.5,chrII,+,4.11,1.70,3.88E-02,Other
C41D11.5,172046,C41D11.5,chrI,-,293.29,290.45,3.90E-02,Other
C08G5.5,173463,C08G5.5,chrII,-,0.11,0.85,3.92E-02,Other
C09H5.9,192005,str-130,chrV,-,0.11,0.85,3.92E-02,Other
C28G1.1,182989,ubc-23,chrX,+,0.11,0.85,3.92E-02,Other
C31E10.4,183088,C31E10.4,chrX,+,0.11,0.85,3.92E-02,Other
C39H7.7,191803,srd-13,chrIV,-,0.11,0.85,3.92E-02,Other
C54D10.13,6418712,C54D10.13,chrV,-,0.11,0.85,3.92E-02,Other
C54D10.5,183782,C54D10.5,chrV,+,0.11,0.85,3.92E-02,Other
C56G2.3,183866,C56G2.3,chrIII,+,0.11,0.85,3.92E-02,Other
D1007.8,172066,D1007.8,chrI,+,0.11,0.85,3.92E-02,Other
F07C4.12,179147,carboxylesterase,chrV,-,0.11,0.85,3.92E-02,Other
F10D2.10,179101,F10D2.10,chrV,-,0.11,0.85,3.92E-02,Other
F35C11.7,353401,F35C11.7,chrII,+,0.11,0.85,3.92E-02,Other
F38E11.2,177778,hsp-12.6,chrIV,-,0.11,0.85,3.92E-02,Other
F41E6.5,179241,F41E6.5,chrV,+,0.11,0.85,3.92E-02,Other
F47B10.4,185903,F47B10.4,chrX,+,0.11,0.85,3.92E-02,Other
F49H6.3,186071,F49H6.3,chrV,+,0.11,0.85,3.92E-02,Other
F58A6.4,186488,nas-29,chrII,-,0.11,0.85,3.92E-02,Other
K10C9.8,192034,str-224,chrV,-,0.11,0.85,3.92E-02,Other
M02G9.3,187406,M02G9.3,chrII,+,0.11,0.85,3.92E-02,Other
M117.3,187477,M117.3,chrIV,+,0.11,0.85,3.92E-02,Other
R11D1.7,187808,R11D1.7,chrV,+,0.11,0.85,3.92E-02,Other
R11G1.6,180654,R11G1.6,chrX,-,0.11,0.85,3.92E-02,Other
T05A10.2,188095,clc-4,chrX,-,0.11,0.85,3.92E-02,Other
T09A12.1,188312,T09A12.1,chrIV,+,0.11,0.85,3.92E-02,Other
T20D4.19,188654,T20D4.19,chrV,-,0.11,0.85,3.92E-02,Other
T25B9.2,188880,T25B9.2,chrIV,-,0.11,0.85,3.92E-02,Other
Y17D7B.2,189446,Y17D7B.2,chrV,+,0.11,0.85,3.92E-02,Other
Y17G9B.1,189466,Y17G9B.1,chrIV,+,0.11,0.85,3.92E-02,Other
Y38E10A.26,3565123,Y38E10A.26,chrII,-,0.11,0.85,3.92E-02,Other
Y50D7A.4,175189,Y50D7A.4,chrIII,+,0.11,0.85,3.92E-02,Other
Y51H4A.13,190150,Y51H4A.13,chrIV,-,0.11,0.85,3.92E-02,Other
Y51H7C.10,190178,Y51H7C.10,chrII,-,0.11,0.85,3.92E-02,Other
Y57A10A.2,190332,Y57A10A.2,chrII,+,0.11,0.85,3.92E-02,Other
Y57A10A.24,174864,Y57A10A.24,chrII,+,0.11,0.85,3.92E-02,Other
Y73B3A.18,190636,Y73B3A.18,chrX,+,0.11,0.85,3.92E-02,Other
Y9C9A.6,189412,str-168,chrIV,+,0.11,0.85,3.92E-02,Other
ZK265.5,172608,sre-23,chrI,-,0.11,0.85,3.92E-02,Other
ZK287.1,179356,ZK287.1,chrV,+,0.11,0.85,3.92E-02,Other
C16C10.10,175530,glod-4,chrIII,+,16.23,19.75,3.92E-02,Other
Y39H10A.3,178790,mtm-9,chrV,+,7.47,4.03,3.93E-02,Other
C34C12.4,183200,C34C12.4,chrIII,-,4.22,6.58,3.94E-02,Other
C01F6.4,177734,fem-3,chrIV,+,19.59,13.38,3.94E-02,Other
K08E4.5,187161,bath-37,chrIV,+,5.30,2.55,3.95E-02,Other
K07A1.1,187080,K07A1.1,chrI,-,21.21,25.05,3.96E-02,Other
ZK682.5,179309,ZK682.5,chrV,-,22.19,15.50,3.97E-02,Other
Y11D7A.5,189430,Y11D7A.5,chrIV,-,4.65,2.12,3.97E-02,Other
BE10.1,176693,BE10.1,chrIII,-,3.03,1.06,3.98E-02,Other
C39D10.6,183338,C39D10.6,chrX,-,3.03,1.06,3.98E-02,Other
C39H7.1,177341,C39H7.1,chrIV,+,3.03,1.06,3.98E-02,Other
D1086.2,183931,D1086.2,chrV,-,3.03,1.06,3.98E-02,Other
ZC506.1,181210,man(9)-alpha-mannosidase,chrX,+,13.10,16.35,4.00E-02,Other
Y46G5A.12,174908,Y46G5A.12,chrII,-,130.19,133.33,4.00E-02,Other
W03G11.3,189173,W03G11.3,chrX,-,4.76,2.12,4.00E-02,Other
Y14H12B.2,173735,Y14H12B.2,chrII,-,4.76,2.12,4.00E-02,Other
K02B2.3,177362,K02B2.3,chrIV,-,5.52,8.07,4.01E-02,Other
F08F8.9,176045,F08F8.9,chrIII,-,13.96,8.92,4.01E-02,Other
F52B10.3,3565669,F52B10.3,chrX,-,5.41,2.55,4.01E-02,Other
K07H8.3,177622,K07H8.3,chrIV,+,5.41,2.55,4.01E-02,Other
C48B6.10,172421,C48B6.10,chrI,-,70.67,56.26,4.02E-02,Other
F59B2.5,176273,F59B2.5,chrIII,-,4.87,7.22,4.03E-02,Other
Y47D3B.10,176569,dpy-18,chrIII,-,9.96,5.94,4.03E-02,Other
F54G2.1,180562,F54G2.1,chrX,-,10.06,5.94,4.03E-02,Other
F39B2.11,173340,mtx-1,chrI,-,50.97,39.49,4.06E-02,Other
E04F6.9,174185,E04F6.9,chrII,-,43.29,32.91,4.06E-02,Other
ZK6.8,191208,ZK6.8,chrV,+,47.29,36.31,4.10E-02,Other
Y37E3.9,171768,phb-1,chrI,+,29.65,21.66,4.10E-02,Other
JC8.10,178284,unc-26,chrIV,-,1.84,3.61,4.11E-02,Other
T04C10.2,181577,epn-1,chrX,-,6.28,8.92,4.11E-02,Other
D1007.5,172060,D1007.5,chrI,-,34.52,25.69,4.11E-02,Other
M18.5,178156,ddb-1,chrIV,-,6.82,3.61,4.13E-02,Other
F10C2.2,179651,kup-1,chrV,-,28.35,20.59,4.18E-02,Other
B0457.1,174419,lat-1,chrII,+,2.27,4.03,4.20E-02,Other
C04G6.3,173876,pld-1,chrII,-,2.27,4.03,4.20E-02,Other
K04G7.4,176001,nuo-4,chrIII,-,2.27,4.03,4.20E-02,Other
